Samples,Cold Start (s),Warm Start (s),Speedup
10000,0.297163899987936,0.000973900081589818,305.1277082786958
100000,0.25797030003741384,0.003039700211957097,84.86702044584878
1000000,0.23182589979842305,0.020787999965250492,11.151909764573139
